ID;Genero;Estado_civil;Estrato_socioecomico;Jornada;Nivel_formacion;Edad;Esfuerzo_periodo;Sede;Codigo_programa;Financiamiento;T_desempleo;Inflaccion;Clase;Semestre
10;Femenino;Union libre;1;Distancia;Pregrado;26;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;25;7;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Pregrado;22;7;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;4;Distancia;Pregrado;29;8;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;31;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;24;7;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Licenciatura;22;8;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;39;6;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;4;Distancia;Pregrado;22;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;34;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;32;7;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;38;8;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;35;8;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;8;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;31;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;45;8;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;32;4;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;8;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;29;8;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;30;8;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;33;8;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Licenciatura;24;8;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;25;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;36;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;3;Distancia;Pregrado;36;8;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;25;8;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;26;8;CR IBAGUE;COPD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;36;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;43;8;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;3;Distancia;Pregrado;31;8;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;37;8;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;25;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;46;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;46;8;CT FRESNO;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;8;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;31;5;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;31;8;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;26;8;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;38;6;CT LERIDA;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;34;6;CT LERIDA;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;36;6;CT LERIDA;AEMD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;24;6;CT LERIDA;LPID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;47;6;CT LERIDA;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;45;6;CT LERIDA;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;30;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;4;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;3;Distancia;Pregrado;27;5;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;39;7;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;3;Distancia;Pregrado;25;7;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;25;7;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;26;7;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;27;7;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;3;Distancia;Pregrado;24;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;32;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;3;Distancia;Pregrado;33;4;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;28;7;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;32;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Pregrado;59;7;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;59;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;3;Distancia;Pregrado;33;7;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;27;7;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;39;5;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;36;4;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Pregrado;32;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;3;Distancia;Pregrado;28;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;35;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;2;Distancia;Pregrado;35;7;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;33;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;30;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;23;7;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;31;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;36;7;CR IBAGUE;ADFU;Con Credito;17;3,37;Continuo;20191
10;Masculino;Casado;2;Distancia;Pregrado;28;7;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;43;7;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;58;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;4;Distancia;Pregrado;37;7;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;24;7;CT LERIDA;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;35;7;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;35;7;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;29;5;CR IBAGUE;ADFU;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;47;7;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;36;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;38;6;CT LERIDA;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Licenciatura;39;6;CT LERIDA;LPID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;24;7;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;34;7;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;26;4;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;30;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;31;6;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;38;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;27;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Casado;1;Distancia;Pregrado;33;4;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;41;4;CR IBAGUE;CSOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;33;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;3;Distancia;Pregrado;47;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Licenciatura;31;6;CR IBAGUE;LPID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;27;5;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;32;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;26;5;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;3;Distancia;Pregrado;31;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;45;6;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;54;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;27;6;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;30;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;25;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;1;Distancia;Pregrado;37;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;33;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;39;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;42;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;35;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;43;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;29;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;23;6;CR IBAGUE;COPD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;23;5;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;29;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;50;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;40;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;28;5;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;33;6;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;41;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;23;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;25;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;29;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;23;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;23;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;25;6;CR IBAGUE;PSID;Con Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;32;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;50;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;24;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;25;5;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;2;Distancia;Pregrado;30;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;32;6;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;3;Distancia;Pregrado;23;6;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;36;4;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;37;4;CR IBAGUE;COPD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;4;CR IBAGUE;COPD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;33;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;2;Distancia;Pregrado;28;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;42;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;37;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;26;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;24;6;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;29;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;37;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;28;6;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;3;Distancia;Pregrado;35;6;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;26;6;CT LERIDA;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;25;6;CT FRESNO;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;25;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;27;5;CT LERIDA;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;31;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;1;Distancia;Pregrado;25;6;CT LERIDA;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;35;6;CT FRESNO;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;33;6;CT LERIDA;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;22;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;42;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;39;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;24;6;CT FRESNO;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;25;6;CT LERIDA;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;35;6;CT FRESNO;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;24;6;CT LERIDA;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;25;6;CT LERIDA;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;49;4;CR IBAGUE;CSOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;33;6;CT LERIDA;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;34;5;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;29;5;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;29;5;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Casado;2;Distancia;Pregrado;24;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Union libre;2;Distancia;Pregrado;42;5;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Pregrado;42;5;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Licenciatura;37;5;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;23;4;CR IBAGUE;PSID;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;23;4;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;30;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;3;Distancia;Licenciatura;29;5;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;2;Distancia;Pregrado;31;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;28;5;CR IBAGUE;ASOD;Con Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Pregrado;27;5;CR IBAGUE;ADFU;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;2;Distancia;Pregrado;40;5;CR IBAGUE;AEMD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Pregrado;48;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;4;Distancia;Licenciatura;22;5;CR IBAGUE;LPID;Con Credito;17;3,37;Continuo;20191
10;Femenino;Casado;4;Distancia;Pregrado;24;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Masculino;Soltero;1;Distancia;Pregrado;30;5;CR IBAGUE;ASOD;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Union libre;2;Distancia;Licenciatura;31;5;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
10;Femenino;Soltero;1;Distancia;Licenciatura;54;5;CR IBAGUE;LPID;Sin Credito;17;3,37;Continuo;20191
