ID;Codigo;Genero;Estrato;Edad;Estado_civil;Jornada;Nivel_formacion;Sede;Codigo_programa;Esfuerzo_Semestre;Financiamiento;T_desempleo;Inflaccion;Semestre;Clase
10;279732;Femenino;3;26;Casado;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14.5;9.2;20161;Continuo
10;280127;Femenino;2;53;Union libre;Distancia;Pregrado;CT FRESNO;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;284363;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;284552;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;14.5;9.2;20161;Continuo
10;291434;Masculino;1;30;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14.5;9.2;20161;Continuo
10;293369;Femenino;1;30;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;295119;Masculino;3;48;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14.5;9.2;20161;Continuo
10;296973;Masculino;2;46;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14.5;9.2;20161;Continuo
10;298239;Masculino;1;25;Soltero;Tarde;Pregrado;CT LERIDA;COPD;3;Sin Credito;14.5;9.2;20161;Continuo
10;300041;Femenino;3;39;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;8;Sin Credito;14.5;9.2;20161;Continuo
10;301924;Masculino;3;30;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14.5;9.2;20161;Continuo
10;303281;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14.5;9.2;20161;Continuo
10;304442;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;305238;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14.5;9.2;20161;Continuo
10;305944;Femenino;1;24;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;3;Sin Credito;14.5;9.2;20161;Continuo
10;305953;Masculino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;8;Sin Credito;14.5;9.2;20161;Continuo
10;310214;Femenino;1;23;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;310811;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;312442;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;313082;Femenino;1;25;Divorciado;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;316079;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;316938;Masculino;2;24;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;319308;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;322532;Femenino;2;26;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;324122;Femenino;2;23;Divorciado;Distancia;Pregrado;CR IBAGUE;COPD;9;Sin Credito;14.5;9.2;20161;Continuo
10;325968;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14.5;9.2;20161;Continuo
10;326085;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;326213;Masculino;1;23;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14.5;9.2;20161;Continuo
10;327100;Masculino;1;24;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Con Credito;14.5;9.2;20161;Continuo
10;328125;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;9;Sin Credito;14.5;9.2;20161;Continuo
10;328857;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14.5;9.2;20161;Continuo
10;328953;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14.5;9.2;20161;Continuo
10;329108;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;329762;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;9;Sin Credito;14.5;9.2;20161;Continuo
10;330535;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;9;Sin Credito;14.5;9.2;20161;Continuo
10;331455;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;332633;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Con Credito;14.5;9.2;20161;Continuo
10;333736;Masculino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;14.5;9.2;20161;Continuo
10;334584;Masculino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14.5;9.2;20161;Continuo
10;334610;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;9;Con Credito;14.5;9.2;20161;Continuo
10;336338;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14.5;9.2;20161;Continuo
10;337660;Femenino;1;27;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;9;Sin Credito;14.5;9.2;20161;Continuo
10;340325;Femenino;2;26;Union libre;Distancia;Pregrado;CT LERIDA;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;341220;Femenino;1;25;Casado;Distancia;Pregrado;CT LERIDA;COPD;9;Sin Credito;14.5;9.2;20161;Continuo
10;349824;Femenino;1;31;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;8;Sin Credito;14.5;9.2;20161;Continuo
10;349989;Masculino;3;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;350130;Femenino;3;26;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;350240;Femenino;3;45;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;351212;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14.5;9.2;20161;Continuo
10;354051;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;356474;Masculino;1;27;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;5;Sin Credito;14.5;9.2;20161;Continuo
10;357503;Femenino;2;37;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14.5;9.2;20161;Continuo
10;357902;Masculino;1;25;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Con Credito;14.5;9.2;20161;Continuo
10;357989;Femenino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;8;Con Credito;14.5;9.2;20161;Continuo
10;360375;Masculino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14.5;9.2;20161;Continuo
10;361022;Femenino;2;21;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;362367;Masculino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Con Credito;14.5;9.2;20161;Continuo
10;362893;Masculino;2;33;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;8;Sin Credito;14.5;9.2;20161;Continuo
10;363179;Femenino;1;23;Casado;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;364286;Femenino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14.5;9.2;20161;Continuo
10;365244;Masculino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14.5;9.2;20161;Continuo
10;365457;Femenino;2;40;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Con Credito;14.5;9.2;20161;Continuo
10;366619;Femenino;2;22;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;14.5;9.2;20161;Continuo
10;366847;Femenino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;4;Sin Credito;14.5;9.2;20161;Continuo
10;367339;Femenino;1;26;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;368345;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;368857;Femenino;2;22;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;370107;Femenino;1;22;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;370445;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;370609;Masculino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14.5;9.2;20161;Continuo
10;371378;Femenino;2;28;Union libre;Distancia;Pregrado;CT LERIDA;PSID;8;Sin Credito;14.5;9.2;20161;Continuo
10;373630;Femenino;4;29;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;378605;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14.5;9.2;20161;Continuo
10;378793;Femenino;1;32;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14.5;9.2;20161;Continuo
10;383726;Femenino;2;30;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14.5;9.2;20161;Continuo
10;384203;Femenino;2;24;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14.5;9.2;20161;Continuo
10;388142;Femenino;1;22;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14.5;9.2;20161;Continuo
10;389739;Masculino;3;30;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;7;Sin Credito;14.5;9.2;20161;Continuo
10;390534;Femenino;1;39;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Con Credito;14.5;9.2;20161;Continuo
10;390853;Masculino;4;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;392106;Femenino;2;34;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;392893;Femenino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;393713;Femenino;3;38;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14.5;9.2;20161;Continuo
10;393999;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;5;Sin Credito;14.5;9.2;20161;Continuo
10;394327;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;394396;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;395814;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;395816;Masculino;2;45;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14.5;9.2;20161;Continuo
10;395881;Masculino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14.5;9.2;20161;Continuo
10;396043;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;397221;Femenino;1;29;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;397768;Femenino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Con Credito;14.5;9.2;20161;Continuo
10;397823;Femenino;2;33;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14.5;9.2;20161;Continuo
10;398351;Femenino;2;24;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14.5;9.2;20161;Continuo
10;398782;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;399112;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14.5;9.2;20161;Continuo
10;399537;Femenino;3;36;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14.5;9.2;20161;Continuo
10;401423;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;401595;Masculino;1;26;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Con Credito;14.5;9.2;20161;Continuo
10;401706;Femenino;2;36;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;401717;Femenino;3;43;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;402015;Femenino;3;31;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;403407;Femenino;2;41;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;404832;Femenino;2;37;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14.5;9.2;20161;Continuo
10;405345;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14.5;9.2;20161;Continuo
10;406006;Femenino;1;46;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14.5;9.2;20161;Continuo
10;406542;Femenino;1;46;Soltero;Distancia;Pregrado;CT FRESNO;AEMD;7;Sin Credito;14.5;9.2;20161;Continuo
10;406662;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;406872;Femenino;1;31;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;4;Sin Credito;14.5;9.2;20161;Continuo
10;407122;Femenino;1;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;407129;Femenino;1;26;Soltero;Distancia;Pregrado;CT LERIDA;PSID;7;Sin Credito;14.5;9.2;20161;Continuo
10;409997;Femenino;2;31;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14.5;9.2;20161;Continuo
10;410540;Masculino;2;38;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;5;Con Credito;14.5;9.2;20161;Continuo
10;411572;Masculino;1;34;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;411598;Femenino;2;34;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;411826;Masculino;2;36;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Con Credito;14.5;9.2;20161;Continuo
10;411947;Femenino;2;24;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Sin Credito;14.5;9.2;20161;Continuo
10;412081;Masculino;2;47;Soltero;Distancia;Pregrado;CT LERIDA;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;413964;Femenino;2;45;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Sin Credito;14.5;9.2;20161;Continuo
10;418787;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Con Credito;14.5;9.2;20161;Continuo
10;419100;Femenino;1;30;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;419295;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;14.5;9.2;20161;Continuo
10;420035;Masculino;3;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;4;Sin Credito;14.5;9.2;20161;Continuo
10;420264;Femenino;2;39;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;420592;Femenino;3;25;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14.5;9.2;20161;Continuo
10;420823;Femenino;1;25;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14.5;9.2;20161;Continuo
10;421647;Femenino;2;26;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14.5;9.2;20161;Continuo
10;422047;Femenino;2;27;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;6;Con Credito;14.5;9.2;20161;Continuo
10;422588;Masculino;3;24;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;423714;Masculino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;424072;Femenino;3;33;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14.5;9.2;20161;Continuo
10;424248;Masculino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Con Credito;14.5;9.2;20161;Continuo
10;424848;Femenino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;425404;Femenino;1;59;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14.5;9.2;20161;Continuo
10;426714;Femenino;3;59;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14.5;9.2;20161;Continuo
10;428048;Femenino;3;33;Casado;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;428555;Femenino;3;27;Divorciado;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;428582;Masculino;2;39;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14.5;9.2;20161;Continuo
10;428794;Femenino;3;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;3;Sin Credito;14.5;9.2;20161;Continuo
10;428980;Femenino;1;32;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;429079;Masculino;3;28;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;429495;Femenino;2;35;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;431860;Masculino;2;35;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;432985;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;433182;Femenino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;433478;Femenino;2;30;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;434068;Femenino;2;23;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14.5;9.2;20161;Continuo
10;435174;Masculino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;436079;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;436573;Masculino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Con Credito;14.5;9.2;20161;Continuo
10;436982;Masculino;2;28;Casado;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14.5;9.2;20161;Continuo
10;437249;Femenino;2;43;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;437315;Femenino;2;58;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;437362;Masculino;4;37;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14.5;9.2;20161;Continuo
10;437518;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Con Credito;14.5;9.2;20161;Continuo
10;438947;Femenino;2;35;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14.5;9.2;20161;Continuo
10;438949;Masculino;1;35;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14.5;9.2;20161;Continuo
10;439132;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;4;Con Credito;14.5;9.2;20161;Continuo
10;439257;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;439350;Masculino;2;47;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;439363;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;440002;Femenino;2;23;Union libre;Distancia;Licenciatura;CT LERIDA;LPID;6;Sin Credito;14.5;9.2;20161;Continuo
10;440164;Masculino;1;38;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;440191;Femenino;1;39;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Con Credito;14.5;9.2;20161;Continuo
10;440457;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;PSID;6;Sin Credito;14.5;9.2;20161;Continuo
10;441649;Femenino;2;34;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14.5;9.2;20161;Continuo
10;441793;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;14.5;9.2;20161;Continuo
10;450437;Femenino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;451750;Femenino;2;31;Casado;Distancia;Pregrado;CR IBAGUE;PSID;5;Con Credito;14.5;9.2;20161;Continuo
10;452844;Femenino;2;38;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;453282;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14.5;9.2;20161;Continuo
10;453505;Masculino;1;33;Casado;Distancia;Pregrado;CR IBAGUE;PSID;3;Sin Credito;14.5;9.2;20161;Continuo
10;453517;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14.5;9.2;20161;Continuo
10;454013;Femenino;2;27;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14.5;9.2;20161;Continuo
10;455005;Masculino;2;41;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;3;Sin Credito;14.5;9.2;20161;Continuo
10;457669;Femenino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14.5;9.2;20161;Continuo
