"id	Genero	Est_socioeconomico	Estado_civil	Edad	Jornada	Nivel_formacion	Esfuerzo_periodo	Sede	Codigo_programa	Financiamiento	T_desempleo	Inflaccion	Clase	Semestre"
"10	Femenino	1	Soltero	30	Distancia	Pregrado	7	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	23	Distancia	Pregrado	4	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	3	Soltero	27	Distancia	Pregrado	5	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	39	Distancia	Pregrado	7	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Union libre	25	Distancia	Pregrado	7	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	25	Distancia	Pregrado	7	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	26	Distancia	Licenciatura	7	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	27	Distancia	Pregrado	7	CR IBAGUE	PSID	Con Credito	17	3.37	Continuo	20191"
"10	Masculino	3	Union libre	24	Distancia	Pregrado	7	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	32	Distancia	Pregrado	7	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Union libre	33	Distancia	Pregrado	4	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	28	Distancia	Pregrado	7	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	32	Distancia	Pregrado	7	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Union libre	59	Distancia	Pregrado	7	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	59	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Casado	33	Distancia	Pregrado	7	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	27	Distancia	Pregrado	7	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	39	Distancia	Pregrado	5	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	36	Distancia	Pregrado	4	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Union libre	32	Distancia	Pregrado	7	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	3	Soltero	28	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	35	Distancia	Pregrado	7	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Union libre	35	Distancia	Pregrado	7	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	23	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	33	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	30	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	23	Distancia	Licenciatura	7	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	31	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	36	Distancia	Pregrado	7	CR IBAGUE	ADFU	Con Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Casado	28	Distancia	Pregrado	7	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	43	Distancia	Pregrado	7	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	58	Distancia	Pregrado	7	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	4	Soltero	37	Distancia	Pregrado	7	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	24	Distancia	Pregrado	7	CT LERIDA	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	35	Distancia	Licenciatura	7	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	35	Distancia	Pregrado	7	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	29	Distancia	Pregrado	5	CR IBAGUE	ADFU	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	23	Distancia	Pregrado	7	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	47	Distancia	Pregrado	7	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	36	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	38	Distancia	Pregrado	6	CT LERIDA	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	39	Distancia	Licenciatura	6	CT LERIDA	LPID	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	24	Distancia	Pregrado	7	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	34	Distancia	Pregrado	7	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	26	Distancia	Pregrado	4	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	30	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	31	Distancia	Pregrado	6	CR IBAGUE	PSID	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	38	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	27	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Casado	33	Distancia	Pregrado	4	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	41	Distancia	Pregrado	4	CR IBAGUE	CSOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	33	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Casado	47	Distancia	Pregrado	5	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Union libre	31	Distancia	Licenciatura	6	CR IBAGUE	LPID	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	27	Distancia	Pregrado	5	CR IBAGUE	PSID	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	32	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	26	Distancia	Pregrado	5	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Union libre	31	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	45	Distancia	Pregrado	6	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	54	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	27	Distancia	Pregrado	6	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	30	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	25	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Union libre	37	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	33	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	39	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	42	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	35	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	43	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	29	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	23	Distancia	Pregrado	6	CR IBAGUE	COPD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	23	Distancia	Pregrado	5	CR IBAGUE	PSID	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	29	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	50	Distancia	Pregrado	5	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	40	Distancia	Pregrado	5	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	28	Distancia	Pregrado	5	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	33	Distancia	Licenciatura	6	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	41	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	23	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	25	Distancia	Pregrado	5	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	29	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	23	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	23	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	25	Distancia	Pregrado	6	CR IBAGUE	PSID	Con Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	32	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	50	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	24	Distancia	Pregrado	5	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	25	Distancia	Pregrado	5	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Union libre	30	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	32	Distancia	Pregrado	6	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	3	Soltero	23	Distancia	Pregrado	6	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	36	Distancia	Licenciatura	4	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	37	Distancia	Pregrado	4	CR IBAGUE	COPD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	4	CR IBAGUE	COPD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	33	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Union libre	28	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	42	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	37	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	26	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	24	Distancia	Pregrado	6	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	29	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	37	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	28	Distancia	Pregrado	6	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Casado	35	Distancia	Pregrado	6	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	26	Distancia	Licenciatura	6	CT LERIDA	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	25	Distancia	Pregrado	6	CT FRESNO	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	25	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	27	Distancia	Licenciatura	5	CT LERIDA	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	31	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Union libre	25	Distancia	Pregrado	6	CT LERIDA	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	35	Distancia	Pregrado	6	CT FRESNO	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	33	Distancia	Pregrado	6	CT LERIDA	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	22	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	42	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	39	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	24	Distancia	Pregrado	6	CT FRESNO	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	25	Distancia	Pregrado	6	CT LERIDA	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	35	Distancia	Pregrado	6	CT FRESNO	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	24	Distancia	Pregrado	6	CT LERIDA	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	1	Soltero	25	Distancia	Pregrado	6	CT LERIDA	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	49	Distancia	Pregrado	4	CR IBAGUE	CSOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	33	Distancia	Pregrado	6	CT LERIDA	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	34	Distancia	Licenciatura	5	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	29	Distancia	Pregrado	5	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	29	Distancia	Pregrado	5	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Casado	24	Distancia	Pregrado	5	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Union libre	42	Distancia	Pregrado	5	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	42	Distancia	Pregrado	5	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	37	Distancia	Licenciatura	5	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	1	Soltero	23	Distancia	Pregrado	4	CR IBAGUE	PSID	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	23	Distancia	Pregrado	4	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	30	Distancia	Pregrado	5	CR IBAGUE	AEMD	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	3	Soltero	29	Distancia	Licenciatura	5	CR IBAGUE	LPID	Sin Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Soltero	31	Distancia	Pregrado	5	CR IBAGUE	ASOD	Sin Credito	17	3.37	Continuo	20191"
"10	Masculino	2	Soltero	28	Distancia	Pregrado	5	CR IBAGUE	ASOD	Con Credito	17	3.37	Continuo	20191"
"10	Femenino	2	Union libre	27	Distancia	Pregrado	5	CR IBAGUE	ADFU	Sin Credito	17	3.37	Continuo	20191"
