ID;Genero;Estrato;Edad;Estado_civil;Jornada;Nivel_formacion;Sede;Codigo_programa;Esfuerzo_Semestre;Financiamiento;T_desempleo;Inflaccion;Clase;Semestre
10;Masculino;2;34;Casado;Distancia;Pregrado;CT LERIDA;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;36;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;35;Soltero;Distancia;Pregrado;CT LERIDA;PSID;3;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;29;Casado;Distancia;Pregrado;CT FRESNO;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;25;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;24;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;4;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;30;Divorciado;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;27;Soltero;Distancia;Pregrado;CT LERIDA;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;28;Soltero;Distancia;Pregrado;CT LERIDA;COPD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;28;Soltero;Distancia;Pregrado;CT FRESNO;ASOD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Casado;Distancia;Pregrado;CR IBAGUE;PSID;9;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;26;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;9;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;34;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;46;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Soltero;Distancia;Pregrado;CT FRESNO;COPD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;26;Casado;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;53;Union libre;Distancia;Pregrado;CT FRESNO;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;30;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;30;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;48;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;46;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;25;Soltero;Tarde;Pregrado;CT LERIDA;COPD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;39;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;30;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;24;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;23;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;25;Divorciado;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;24;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Divorciado;Distancia;Pregrado;CR IBAGUE;COPD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;23;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;24;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;9;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;9;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;3;29;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;9;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;27;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Union libre;Distancia;Pregrado;CT LERIDA;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;25;Casado;Distancia;Pregrado;CT LERIDA;COPD;9;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;31;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;26;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;45;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;27;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;37;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;25;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;8;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;21;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;2;33;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;23;Casado;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;22;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;40;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;22;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;26;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;22;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;22;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;28;Union libre;Distancia;Pregrado;CT LERIDA;PSID;8;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;4;29;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;32;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;30;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;22;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;30;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;39;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;4;22;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;34;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;38;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;35;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;45;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;29;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;33;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;36;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;26;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;7;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;36;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;43;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;31;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;41;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;37;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;25;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;46;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;46;Soltero;Distancia;Pregrado;CT FRESNO;AEMD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;31;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;31;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;26;Soltero;Distancia;Pregrado;CT LERIDA;PSID;7;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;7;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;38;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;5;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;1;34;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;34;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;36;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;47;Soltero;Distancia;Pregrado;CT LERIDA;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;45;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;6;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;1;30;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;39;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;25;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;25;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Union libre;Distancia;Pregrado;CR IBAGUE;PSID;6;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;3;24;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;33;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;28;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;59;Union libre;Distancia;Pregrado;CR IBAGUE;ADFU;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;59;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;33;Casado;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;27;Divorciado;Distancia;Pregrado;CR IBAGUE;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;39;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;36;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;32;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;28;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;35;Union libre;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;35;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;30;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;3;26;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;6;Con Credito;14,5;9,2;Continuo;201610
10;Masculino;2;28;Casado;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;43;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;58;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;4;37;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;35;Soltero;Distancia;Licenciatura;CR IBAGUE;LPID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;35;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;29;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;4;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;47;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;36;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;23;Union libre;Distancia;Licenciatura;CT LERIDA;LPID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;38;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;39;Soltero;Distancia;Licenciatura;CT LERIDA;LPID;5;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;PSID;6;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;34;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;6;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;ADFU;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;30;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Casado;Distancia;Pregrado;CR IBAGUE;PSID;5;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;38;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;AEMD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;1;33;Casado;Distancia;Pregrado;CR IBAGUE;PSID;3;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Casado;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;41;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;3;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;33;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;ASOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;47;Casado;Distancia;Pregrado;CR IBAGUE;AEMD;4;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;1;31;Union libre;Distancia;Licenciatura;CR IBAGUE;LPID;5;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;31;Soltero;Distancia;Pregrado;CR IBAGUE;CSOD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;27;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;4;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;1;32;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;26;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;4;Sin Credito;14,5;9,2;Continuo;201610
10;Masculino;2;24;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;3;31;Union libre;Distancia;Pregrado;CR IBAGUE;COPD;5;Sin Credito;14,5;9,2;Continuo;201610
10;Femenino;2;45;Union libre;Distancia;Pregrado;CR IBAGUE;ASOD;5;Con Credito;14,5;9,2;Continuo;201610
10;Femenino;2;54;Soltero;Distancia;Pregrado;CR IBAGUE;PSID;5;Sin Credito;14,5;9,2;Continuo;201610
